Point(1.2323232323232327, -1.9595959595959596, -0.3575700802240865)
Point(1.272727272727273, -1.9595959595959596, -0.3623625998839658)
Point(1.3131313131313136, -1.9595959595959596, -0.3665636479690057)
Point(1.3535353535353538, -1.9595959595959596, -0.37016636725793756)
Point(1.393939393939394, -1.9595959595959596, -0.37316487716029156)
Point(1.4343434343434347, -1.9595959595959596, -0.375554283315075)
Point(1.474747474747475, -1.9595959595959596, -0.3773306855796633)
Point(1.5151515151515156, -1.9595959595959596, -0.3784911843958645)
Point(1.5555555555555558, -1.9595959595959596, -0.3790338855227645)
Point(1.5959595959595965, -1.9595959595959596, -0.37895790312862937)
Point(1.6363636363636367, -1.9595959595959596, -0.3782633612368167)
Point(1.676767676767677, -1.9595959595959596, -0.37695139352333684)
Point(1.7171717171717176, -1.9595959595959596, -0.37502414146639396)
Point(1.7575757575757578, -1.9595959595959596, -0.3724847508509272)
Point(1.7979797979797985, -1.9595959595959596, -0.3693373666338579)
Point(1.8383838383838387, -1.9595959595959596, -0.36558712617842426)
Point(1.878787878787879, -1.9595959595959596, -0.36124015086864575)
Point(1.9191919191919196, -1.9595959595959596, -0.3563035361176061)
Point(1.9595959595959598, -1.9595959595959596, -0.35078533978586296)
Point(2.0, -1.9595959595959596, -0.3446945690288889)
Point(-2.0, -1.9191919191919191, 0.31042525772691104)
Point(-1.9595959595959596, -1.9191919191919191, 0.3159104879912461)
Point(-1.9191919191919191, -1.9191919191919191, 0.32088006880969383)
Point(-1.878787878787879, -1.9191919191919191, 0.32532588851235794)
Point(-1.8383838383838385, -1.9191919191919191, 0.3292406903459703)
Point(-1.797979797979798, -1.9191919191919191, 0.3326180843188307)
Point(-1.7575757575757576, -1.9191919191919191, 0.335452557630963)
Point(-1.7171717171717171, -1.9191919191919191, 0.3377394836724624)
Point(-1.6767676767676767, -1.9191919191919191, 0.339475129575346)
Point(-1.6363636363636362, -1.9191919191919191, 0.34065666230658037)
Point(-1.595959595959596, -1.9191919191919191, 0.34128215329234063)
Point(-1.5555555555555556, -1.9191919191919191, 0.3413505815659527)
Point(-1.5151515151515151, -1.9191919191919191, 0.34086183543438103)
Point(-1.4747474747474747, -1.9191919191919191, 0.33981671266054114)
Point(-1.4343434343434343, -1.9191919191919191, 0.3382169191611394)
Point(-1.393939393939394, -1.9191919191919191, 0.33606506622216625)
Point(-1.3535353535353534, -1.9191919191919191, 0.3333646662365867)
Point(-1.3131313131313131, -1.9191919191919191, 0.33012012697118664)
Point(-1.2727272727272727, -1.9191919191919191, 0.32633674437193144)
Point(-1.2323232323232323, -1.9191919191919191, 0.3220206939195826)
Point(-1.1919191919191918, -1.9191919191919191, 0.3171790205496796)
Point(-1.1515151515151514, -1.9191919191919191, 0.3118196271533428)
Point(-1.1111111111111112, -1.9191919191919191, 0.3059512616776653)
Point(-1.0707070707070705, -1.9191919191919191, 0.29958350284675034)
Point(-1.0303030303030303, -1.9191919191919191, 0.292726744526701)
Point(-0.9898989898989898, -1.9191919191919191, 0.28539217876008216)
Point(-0.9494949494949494, -1.9191919191919191, 0.277591777497548)
Point(-0.909090909090909, -1.9191919191919191, 0.26933827305645314)
Point(-0.8686868686868685, -1.9191919191919191, 0.2606451373383439)
Point(-0.8282828282828283, -1.9191919191919191, 0.2515265598392531)
Point(-0.7878787878787878, -1.9191919191919191, 0.24199742448869052)
Point(-0.7474747474747474, -1.9191919191919191, 0.2320732853551347)
Point(-0.707070707070707, -1.9191919191919191, 0.22177034125768055)
Point(-0.6666666666666665, -1.9191919191919191, 0.2111054093252832)
Point(-0.6262626262626261, -1.9191919191919191, 0.20009589754675736)
Point(-0.5858585858585856, -1.9191919191919191, 0.18875977635633637)
Point(-0.5454545454545454, -1.9191919191919191, 0.1771155493011723)
Point(-0.505050505050505, -1.9191919191919191, 0.16518222283865408)
Point(-0.46464646464646453, -1.9191919191919191, 0.15297927531284422)
Point(-0.4242424242424241, -1.9191919191919191, 0.1405266251606704)
Point(-0.38383838383838365, -1.9191919191919191, 0.12784459839977022)
Point(-0.3434343434343432, -1.9191919191919191, 0.11495389545105583)
Point(-0.303030303030303, -1.9191919191919191, 0.10187555735015379)
Point(-0.26262626262626254, -1.9191919191919191, 0.08863093140287118)
Point(-0.2222222222222221, -1.9191919191919191, 0.07524163634074854)
Point(-0.18181818181818166, -1.9191919191919191, 0.06172952703357353)
Point(-0.14141414141414121, -1.9191919191919191, 0.04811665881645491)
Point(-0.10101010101010077, -1.9191919191919191, 0.034425251489683985)
Point(-0.06060606060606055, -1.9191919191919191, 0.02067765305014552)
Point(-0.02020202020202011, -1.9191919191919191, 0.0068963032134775)
Point(0.020202020202020332, -1.9191919191919191, -0.006896303213477576)
Point(0.060606060606060996, -1.9191919191919191, -0.02067765305014567)
Point(0.10101010101010122, -1.9191919191919191, -0.03442525148968414)
Point(0.14141414141414144, -1.9191919191919191, -0.04811665881645499)
Point(0.1818181818181821, -1.9191919191919191, -0.06172952703357367)
Point(0.22222222222222232, -1.9191919191919191, -0.0752416363407486)
Point(0.262626262626263, -1.9191919191919191, -0.08863093140287133)
Point(0.3030303030303032, -1.9191919191919191, -0.10187555735015386)
Point(0.3434343434343434, -1.9191919191919191, -0.1149538954510559)
Point(0.3838383838383841, -1.9191919191919191, -0.12784459839977036)
Point(0.4242424242424243, -1.9191919191919191, -0.14052662516067047)
Point(0.464646464646465, -1.9191919191919191, -0.15297927531284433)
Point(0.5050505050505052, -1.9191919191919191, -0.16518222283865416)
Point(0.5454545454545459, -1.9191919191919191, -0.1771155493011724)
Point(0.5858585858585861, -1.9191919191919191, -0.18875977635633648)
Point(0.6262626262626263, -1.9191919191919191, -0.20009589754675738)
Point(0.666666666666667, -1.9191919191919191, -0.21110540932528332)
Point(0.7070707070707072, -1.9191919191919191, -0.22177034125768058)
Point(0.7474747474747478, -1.9191919191919191, -0.23207328535513483)
Point(0.7878787878787881, -1.9191919191919191, -0.24199742448869055)
Point(0.8282828282828287, -1.9191919191919191, -0.2515265598392532)
Point(0.868686868686869, -1.9191919191919191, -0.260645137338344)
Point(0.9090909090909092, -1.9191919191919191, -0.2693382730564532)
Point(0.9494949494949498, -1.9191919191919191, -0.2775917774975481)
Point(0.9898989898989901, -1.9191919191919191, -0.28539217876008216)
Point(1.0303030303030307, -1.9191919191919191, -0.29272674452670105)
Point(1.070707070707071, -1.9191919191919191, -0.2995835028467504)
Point(1.1111111111111112, -1.9191919191919191, -0.3059512616776653)
Point(1.1515151515151518, -1.9191919191919191, -0.3118196271533428)
Point(1.191919191919192, -1.9191919191919191, -0.31717902054967967)
Point(1.2323232323232327, -1.9191919191919191, -0.32202069391958266)
Point(1.272727272727273, -1.9191919191919191, -0.3263367443719315)
Point(1.3131313131313136, -1.9191919191919191, -0.3301201269711867)
Point(1.3535353535353538, -1.9191919191919191, -0.3333646662365867)
Point(1.393939393939394, -1.9191919191919191, -0.33606506622216625)
Point(1.4343434343434347, -1.9191919191919191, -0.33821691916113944)
Point(1.474747474747475, -1.9191919191919191, -0.33981671266054114)
Point(1.5151515151515156, -1.9191919191919191, -0.3408618354343811)
Point(1.5555555555555558, -1.9191919191919191, -0.3413505815659527)
Point(1.5959595959595965, -1.9191919191919191, -0.34128215329234063)
Point(1.6363636363636367, -1.9191919191919191, -0.34065666230658037)
Point(1.676767676767677, -1.9191919191919191, -0.339475129575346)
Point(1.7171717171717176, -1.9191919191919191, -0.3377394836724624)
Point(1.7575757575757578, -1.9191919191919191, -0.335452557630963)
Point(1.7979797979797985, -1.9191919191919191, -0.33261808431883066)
Point(1.8383838383838387, -1.9191919191919191, -0.3292406903459703)
Point(1.878787878787879, -1.9191919191919191, -0.32532588851235794)
Point(1.9191919191919196, -1.9191919191919191, -0.32088006880969383)
Point(1.9595959595959598, -1.9191919191919191, -0.3159104879912461)
Point(2.0, -1.9191919191919191, -0.31042525772691104)
Point(-2.0, -1.878787878787879, 0.27564925032518)
Point(-1.9595959595959596, -1.878787878787879, 0.2805199867507421)
Point(-1.9191919191919191, -1.878787878787879, 0.2849328403859982)
Point(-1.878787878787879, -1.878787878787879, 0.28888060828701856)
Point(-1.8383838383838385, -1.878787878787879, 0.29235684665276457)
Point(-1.797979797979798, -1.878787878787879, 0.2953558813430756)
Point(-1.7575757575757576, -1.878787878787879, 0.2978728171403661)
Point(-1.7171717171717171, -1.878787878787879, 0.2999035457399153)
Point(-1.6767676767676767, -1.878787878787879, 0.3014447524557061)
Point(-1.6363636363636362, -1.878787878787879, 0.30249392163087013)
Point(-1.595959595959596, -1.878787878787879, 0.30304934074390394)
Point(-1.5555555555555556, -1.878787878787879, 0.3031101032039574)
Point(-1.5151515151515151, -1.878787878787879, 0.3026761098306296)
Point(-1.4747474747474747, -1.878787878787879, 0.30174806901585743)
Point(-1.4343434343434343, -1.878787878787879, 0.3003274955676326)
Point(-1.393939393939394, -1.878787878787879, 0.29841670823743477)
Point(-1.3535353535353534, -1.878787878787879, 0.2960188259354155)
Point(-1.3131313131313131, -1.878787878787879, 0.2931377626395128)
Point(-1.2727272727272727, -1.878787878787879, 0.28977822100680367)
Point(-1.2323232323232323, -1.878787878787879, 0.28594568469752485)
Point(-1.1919191919191918, -1.878787878787879, 0.2816464094242891)
Point(-1.1515151515151514, -1.878787878787879, 0.2768874127411082)
Point(-1.1111111111111112, -1.878787878787879, 0.27167646258888917)
Point(-1.0707070707070705, -1.878787878787879, 0.2660220646161011)
Point(-1.0303030303030303, -1.878787878787879, 0.2599334482953078)
Point(-0.9898989898989898, -1.878787878787879, 0.25342055185822787)
Point(-0.9494949494949494, -1.878787878787879, 0.24649400607391322)
Point(-0.909090909090909, -1.878787878787879, 0.23916511689652295)
Point(-0.8686868686868685, -1.878787878787879, 0.2314458470110167)
Point(-0.8282828282828283, -1.878787878787879, 0.2233487963068899)
Point(-0.7878787878787878, -1.878787878787879, 0.2148871813118223)
Point(-0.7474747474747474, -1.878787878787879, 0.20607481361881066)
Point(-0.707070707070707, -1.878787878787879, 0.19692607734199682)
Point(-0.6666666666666665, -1.878787878787879, 0.18745590563799008)
Point(-0.6262626262626261, -1.878787878787879, 0.1776797563310073)
Point(-0.5858585858585856, -1.878787878787879, 0.16761358668161655)
Point(-0.5454545454545454, -1.878787878787879, 0.15727382734026865)
Point(-0.505050505050505, -1.878787878787879, 0.14667735552813102)
Point(-0.46464646464646453, -1.878787878787879, 0.13584146748900064)
Point(-0.4242424242424241, -1.878787878787879, 0.12478385025726053)
Point(-0.38383838383838365, -1.878787878787879, 0.1135225527879633)
Point(-0.3434343434343432, -1.878787878787879, 0.10207595649616398)
Point(-0.303030303030303, -1.878787878787879, 0.09046274525359065)
Point(-0.26262626262626254, -1.878787878787879, 0.0787018748916253)
Point(-0.2222222222222221, -1.878787878787879, 0.06681254226037536)
Point(-0.18181818181818166, -1.878787878787879, 0.05481415389433813)
Point(-0.14141414141414121, -1.878787878787879, 0.04272629433580543)
Point(-0.10101010101010077, -1.878787878787879, 0.030568694167712185)
Point(-0.06060606060606055, -1.878787878787879, 0.018361197808108208)
Point(-0.02020202020202011, -1.878787878787879, 0.006123731118820641)
Point(0.020202020202020332, -1.878787878787879, -0.006123731118820709)
Point(0.060606060606060996, -1.878787878787879, -0.018361197808108343)
Point(0.10101010101010122, -1.878787878787879, -0.03056869416771232)
Point(0.14141414141414144, -1.878787878787879, -0.0427262943358055)
Point(0.1818181818181821, -1.878787878787879, -0.054814153894338254)
Point(0.22222222222222232, -1.878787878787879, -0.06681254226037542)
Point(0.262626262626263, -1.878787878787879, -0.07870187489162545)
Point(0.3030303030303032, -1.878787878787879, -0.09046274525359072)
Point(0.3434343434343434, -1.878787878787879, -0.10207595649616405)
Point(0.3838383838383841, -1.878787878787879, -0.11352255278796342)
Point(0.4242424242424243, -1.878787878787879, -0.1247838502572606)
Point(0.464646464646465, -1.878787878787879, -0.13584146748900075)
Point(0.5050505050505052, -1.878787878787879, -0.14667735552813108)
Point(0.5454545454545459, -1.878787878787879, -0.15727382734026873)
Point(0.5858585858585861, -1.878787878787879, -0.16761358668161663)
Point(0.6262626262626263, -1.878787878787879, -0.17767975633100733)
Point(0.666666666666667, -1.878787878787879, -0.18745590563799017)
Point(0.7070707070707072, -1.878787878787879, -0.19692607734199688)
Point(0.7474747474747478, -1.878787878787879, -0.20607481361881078)
Point(0.7878787878787881, -1.878787878787879, -0.21488718131182236)
Point(0.8282828282828287, -1.878787878787879, -0.22334879630689)
Point(0.868686868686869, -1.878787878787879, -0.23144584701101678)
Point(0.9090909090909092, -1.878787878787879, -0.23916511689652298)
Point(0.9494949494949498, -1.878787878787879, -0.24649400607391328)
Point(0.9898989898989901, -1.878787878787879, -0.25342055185822787)
Point(1.0303030303030307, -1.878787878787879, -0.25993344829530785)
Point(1.070707070707071, -1.878787878787879, -0.2660220646161012)
Point(1.1111111111111112, -1.878787878787879, -0.27167646258888917)
Point(1.1515151515151518, -1.878787878787879, -0.2768874127411082)
Point(1.191919191919192, -1.878787878787879, -0.28164640942428915)
Point(1.2323232323232327, -1.878787878787879, -0.28594568469752496)
Point(1.272727272727273, -1.878787878787879, -0.2897782210068037)
Point(1.3131313131313136, -1.878787878787879, -0.29313776263951286)
Point(1.3535353535353538, -1.878787878787879, -0.29601882593541556)
Point(1.393939393939394, -1.878787878787879, -0.29841670823743477)
Point(1.4343434343434347, -1.878787878787879, -0.30032749556763266)
Point(1.474747474747475, -1.878787878787879, -0.30174806901585743)
Point(1.5151515151515156, -1.878787878787879, -0.3026761098306296)
Point(1.5555555555555558, -1.878787878787879, -0.3031101032039574)
Point(1.5959595959595965, -1.878787878787879, -0.30304934074390394)
Point(1.6363636363636367, -1.878787878787879, -0.30249392163087013)
Point(1.676767676767677, -1.878787878787879, -0.3014447524557061)
Point(1.7171717171717176, -1.878787878787879, -0.29990354573991523)
Point(1.7575757575757578, -1.878787878787879, -0.2978728171403661)
Point(1.7979797979797985, -1.878787878787879, -0.29535588134307555)
Point(1.8383838383838387, -1.878787878787879, -0.29235684665276457)
Point(1.878787878787879, -1.878787878787879, -0.28888060828701856)
Point(1.9191919191919196, -1.878787878787879, -0.28493284038599814)
Point(1.9595959595959598, -1.878787878787879, -0.2805199867507421)
Point(2.0, -1.878787878787879, -0.27564925032518)
Point(-2.0, -1.8383838383838385, 0.2404233104628545)
Point(-1.9595959595959596, -1.8383838383838385, 0.24467160271993188)
Point(-1.9191919191919191, -1.8383838383838385, 0.24852052622806664)
Point(-1.878787878787879, -1.8383838383838385, 0.2519637985264046)
Point(-1.8383838383838385, -1.8383838383838385, 0.25499579928412364)
Point(-1.797979797979798, -1.8383838383838385, 0.25761157947429986)
Point(-1.7575757575757576, -1.8383838383838385, 0.25980686945202763)
Point(-1.7171717171717171, -1.8383838383838385, 0.2615780859236097)
Point(-1.6767676767676767, -1.8383838383838385, 0.26292233779543916)
Point(-1.6363636363636362, -1.8383838383838385, 0.2638374308930295)
Point(-1.595959595959596, -1.8383838383838385, 0.2643218715424867)
Point(-1.5555555555555556, -1.8383838383838385, 0.26437486900858065)
Point(-1.5151515151515151, -1.8383838383838385, 0.26399633678543355)
Point(-1.4747474747474747, -1.8383838383838385, 0.26318689273772095)
Point(-1.4343434343434343, -1.8383838383838385, 0.2619478580921526)
Point(-1.393939393939394, -1.8383838383838385, 0.26028125528088175)
Point(-1.3535353535353534, -1.8383838383838385, 0.2581898046403606)
Point(-1.3131313131313131, -1.8383838383838385, 0.2556769199710324)
Point(-1.2727272727272727, -1.8383838383838385, 0.25274670296510604)
Point(-1.2323232323232323, -1.8383838383838385, 0.24940393651151)
Point(-1.1919191919191918, -1.8383838383838385, 0.24565407688895324)
Point(-1.1515151515151514, -1.8383838383838385, 0.2415032448598353)
Point(-1.1111111111111112, -1.8383838383838385, 0.23695821567954384)
Point(-1.0707070707070705, -1.8383838383838385, 0.23202640803744637)
Point(-1.0303030303030303, -1.8383838383838385, 0.22671587194762782)
Point(-0.9898989898989898, -1.8383838383838385, 0.22103527560913871)
Point(-0.9494949494949494, -1.8383838383838385, 0.21499389125720264)
Point(-0.909090909090909, -1.8383838383838385, 0.20860158002847662)
Point(-0.8686868686868685, -1.8383838383838385, 0.20186877586506874)
Point(-0.8282828282828283, -1.8383838383838385, 0.19480646848358582)
Point(-0.7878787878787878, -1.8383838383838385, 0.18742618543700992)
Point(-0.7474747474747474, -1.8383838383838385, 0.1797399732986843)
Point(-0.707070707070707, -1.8383838383838385, 0.1717603779991201)
Point(-0.6666666666666665, -1.8383838383838385, 0.16350042434772077)
Point(-0.6262626262626261, -1.8383838383838385, 0.15497359477284917)
Point(-0.5858585858585856, -1.8383838383838385, 0.14619380731493942)
Point(-0.5454545454545454, -1.8383838383838385, 0.13717539290857525)
Point(-0.505050505050505, -1.8383838383838385, 0.12793307199061507)
Point(-0.46464646464646453, -1.8383838383838385, 0.11848193047254726)
